article_id,title,paragraph,model_name,answer_1,answer_2,answer_3,comments,question_1,question_2,question_3,non_answer,correct_answer_1,correct_answer_2,correct_answer_3,correct_count,is_correct_answer_1,is_correct_answer_2,is_correct_answer_3,non_answer_1,non_answer_2,non_answer_3,all_options_1,all_options_2,all_options_3,para_id,Model
23,The Greek Island Where Time Is Running Out,"Agios Efstratios is so remote, so forgotten by the government, banks and most modern world that the mobile phone network can't process data, and on the island there is not a single credit card or ATM. Before Greece was thrown into financial crisis, this quiet outpost in the northern Aegean managed pretty well. They did their banking at the post office and every summer the few dozen rooms to rent were booked out with people who had heard - by word of mouth - of its clear seas, spectacular beaches and fresh fish.",muss_bart_unsup_out,The financial crisis that occurred in the country,A small number of tourists visited Agios Efstratios each summer,"No, as there are only a small number of rooms for rent","
",What event dramatically reduced the quality of life for residents in Agios Efstratios?,What was true about tourism in Agios Efstratios before the recent financial crisis?,Are there many hotels in Agios Efstratios?,0,The financial crisis that occurred in the country,A small number of tourists visited Agios Efstratios each summer,"No, as there are only a small number of rooms for rent",3,True,True,True,False,False,False,"['The financial crisis that occurred in the country', 'A storm in the northern Aegean sea that devastated the island', 'The removal of ATM machines from the island', 'The installment of a new government']","['A small number of tourists visited Agios Efstratios each summer', 'Tourists overcrowded Agios Efstratios', 'Agios Efstratios was so remote that tourists were not able to access it', 'Many tourism agencies gave awards to Agios Efstratios']","['No, as there are only a small number of rooms for rent', 'No, the beaches are empty of hotels', 'Yes, they are all in remote locations', 'Yes, the island has several 5-star resorts']",1,MUSS-Unsup
28,Why You Should Start Work at 10AM,"Many of us know we get too little sleep, but imagine if we could fix it with a simple solution: get up later. In a speech at the British Science Festival, Dr. Paul Kelley, a clinical research associate at Oxford University, called on schools to stagger their start times to work with their students' natural biological rhythms. It would improve students' health, cognitive performance and exam results (sleep deprivation has been linked to diabetes, depression and obesity).",muss_bart_unsup_out,Through a talk at the British Science Festival,Better performance at school and improved health,It is not ideal for students’ health,"
",How did Dr. Paul Kelley convey his opinion on staggering school starting times?,What are some of the effects of following Dr. Kelley’s suggestion?,What does Dr. Kelley suggest about the current starting time for schools?,0,Through a talk at the British Science Festival,Better performance at school and improved health,It is not ideal for students’ health,3,True,True,True,False,False,False,"['Through a talk at the British Science Festival', 'Through a lecture at Oxford University', 'Through a lecture at a health seminar', 'Through an article published on BBC News']","['Better performance at school and improved health', 'Lower risk of diabetes, depression and obesity at the expense of performance at school', 'A change in natural sleep rhythms', 'Increased sense of fulfillment and happiness']","['It is not ideal for students’ health', 'It can be detrimental to students with pre-existing health problems such as diabetes and depression', 'It works with students’ natural sleep rhythms', 'It is too early for both students and teachers']",1,MUSS-Unsup
29,Will Drones Soon Be Delivering Packages to Your Doorstep,"How far do we really get to a world where drones deliver? If Amazon is right, it's not far at all. Others are not so sure: technical progress beyond this point is not just an invention; it is a public security issue. Amazon's vice-president for global public policy, Paul Misener, told a congressional hearing recently that his company will be ready when all the rules are in place. The Federal Aviation Authority (FAA) will finally issue regulations in June 2016 on the commercial use of drones. However, the technology still has a long way to go and larger machines are not yet airway-legal, and the FAA's proposed rules only cover drones up to 25kg. The FAA says that if you're going to crowd the skies with radio-controlled flying robots, they should all use different radio frequencies that no one can jam or hijack.",muss_bart_unsup_out,Once the FFA releases their rules,All drones must operate at different radio frequencies,"June 2016, or before","
",When does Amazon claim it will be ready to deliver packages using drones?,What will be included in FAA’s new drone rules regarding radio frequencies?,When will the FAA release regulations on drones?,0,Once the FFA releases their rules,All drones must operate at different radio frequencies,"June 2016, or before",3,True,True,True,False,False,False,"['Once the FFA releases their rules', 'Once the FFA approves Amazon’s existing drones', 'Amazon says it is not sure when this will happen', 'Once the FFA regulations are approved by Congress in 2017']","['All drones must operate at different radio frequencies', 'Drones that were jammed or hijacked must switch to a different frequency', 'Drones over 25kg will have their own frequency bandwidth', 'Not all frequencies will be allowed to be used by drones']","['June 2016, or before', 'After June 2016', 'Soon, but the exact date is not specified', 'They were already released at the time this article was written']",1,MUSS-Unsup
22,Swarthy Blue-Eyed Caveman Revealed,"DNA from a European hunter-gatherer's wisdom tooth has given scientists an unprecedented look at modern humans before farming took place. The 7,000-year-old Mesolithic man living in Spain had an unusual mix of blue eyes, black or brown hair and dark skin, according to genetic data. He was probably lactose intolerant and had more difficulty digesting starchy foods than the farmers who took up tools in the agricultural revolution and changed diets and lifestyles.",muss_bart_unsup_out,He had blue eyes and dark skin,Foods containing lactose,Spain,"
",What was unusual about the Mesolithic man?,Which of these foods would the Mesolithic man find difficult to digest?,Where did the Mesolithic man live?,0,He had blue eyes and dark skin,Foods containing lactose,Spain,3,True,True,True,False,False,False,"['He had blue eyes and dark skin', 'He had blond hair and dark skin', 'He was a European hunter-gatherer', 'He had larger bones than modern man']","['Foods containing lactose', 'Foods lacking sufficient starch', 'Foods from farms', 'Foods that are spicy']","['Spain', 'Scientists have narrowed it to 7,000 plausible locations', 'Farms in Europe', 'Africa']",1,MUSS-Unsup
21,Spain's Robin Hood,"These people call him the Robin Hood of the banks. A man who took on dozens of loans worth almost half a million euros, with no intention of ever repaying them, he said, is now considered a hero. Instead, he handed the money over to new projects that promoted alternative economic models, such as self-employment.",kis_output_default,The question or the answer options are not supported by the passage.,He was proud of it,He was opposed to them,"
",What did Enric Duran do with the money he took from the banks?,How did Enric feel about taking money from banks?,What was Duran’s relationship to anti-capitalist projects?,1,He gave the money to projects that were anti-capitalist,He was proud of it,He supported them financially,1,False,True,False,True,False,False,"['He gave the money to projects that were anti-capitalist', 'He gave the money to projects that supported alternatives to socialism', 'He hid the money for 14 months', 'He gave the money to charities and humanitarian projects']","['He was proud of it', 'He refused to comment in his Skype interview', 'He was sorry he wasn’t able to take more money', 'He denied that he has ever taken money from banks']","['He supported them financially', 'He managed them', 'He had ties with them that were cut after 14 months', 'He was opposed to them']",1,KIS
2,Autumn-Born Children Better at Sports Says Study,"Do you want your child to be good at sports, make the school team and, perhaps one day, even compete at the world stage? Well, try to ensure that your child is born in November or in October. A study at Essex University has found that children born in those months are fitter than their peers, with better fitness and motivation, and better able to deal with stressors at school.",kis_output_default,The question or the answer options are not supported by the passage.,The question or the answer options are not supported by the passage.,The question or the answer options are not supported by the passage.,"
",What does the study say about the fitness of children born in April or June?,Who is Gavin Sandercock?,Who does the article suggest to be the weakest in comparison with children born in October and November?,3,They are weaker than children born in November and October,A researcher who conducted the study,Children born in April and June,0,False,False,False,True,True,True,"['They are weaker than children born in November and October', 'They are stronger than all children, except those born in November and October', 'They tend to be particularly good at sports', 'They tend to perform well on math and science exams when compared to other children']","['A researcher who conducted the study', 'The dean of Essex University', 'A parent of children who were born in November and October', 'A professional athlete who was born in the fall']","['Children born in April and June', 'All children not born in October and November are equally weak', 'Children whose parents did not encourage them to be good at sports', 'Children whose parents are not good at sports']",1,KIS
20,Rwandan Women Whip up Popular Ice Cream Business,"From all over Rwanda, and even in the southern part of Butare, people flock to the well-known town to buy sweet dreams. Inzozi is full of shops selling things like sweets and ice cream. Here, people can get their fix of the unknown, something most have never tasted – the sweet, velvety embrace of nature.",kis_output_default,Burundi,Traditional Butare sweets,The question or the answer options are not supported by the passage.,"
",Where is the ice cream shop located?,"What can customers buy at the ice cream shop, other than ice cream?",Where is one place where people come to the ice cream shop from?,1,Butare,Beverages,Burundi,0,False,False,False,False,False,True,"['Butare', 'Burundi', 'Near a popular tea and coffee shop', 'The capital Kigali']","['Beverages', 'Passion fruit', 'Traditional Butare sweets', 'Frozen yogurt']","['Burundi', 'Inzozi Nziza', 'South Africa', 'Uganda']",1,KIS
12,Japan Calls Time on Long Hours Work Culture,"The regulation eight hours in the office is hardly enough time to sit down at a table and have a chat. The most important work of the day is done; whatever is left to do must wait until the morning. This is the point many workers would think about heading out to dinner with their families for the first time in years. Yet, for millions of workers, the thought of clearing away their desks and relaxing at home is enough to invite accusations of disloyalty.",kis_output_default,The question or the answer options are not supported by the passage.,Be home in time for dinner,Western Europe,"
",Why would someone be considered disloyal to their company in Japan?,What does the Japanese government want workers to do now?,Who or what is driving the change in Japanese work habits?,1,They arrived home before dinner time,Take more days off,The government,0,False,False,False,True,False,False,"['They arrived home before dinner time', 'They ate dinner at work', 'They took more than five days off', 'They revealed trade secrets']","['Take more days off', 'Not work during national holidays', 'Be home in time for dinner', 'Not work after-hours']","['The government', 'The culture', 'Disloyal workers', 'Western Europe']",1,KIS
1,A New Form of Lie Detector Test,"Police and intelligence agencies around the world rely on polygraphs as lie detectors to help catch criminals or unearthly spies. For almost 100 years, police relied on these simple tests of memory and intelligence to convict or unearthly people. Now, researchers in Britain and the Netherlands are developing a method with a success rate of at least 70% that promises to reveal the guilty thoughts of criminals or traitors.",kis_output_default,It is currently not known,The question or the answer options are not supported by the passage.,The question or the answer options are not supported by the passage.,"
",When is the new lie detection method expected to work with over 70% accuracy?,What does the new method of lie detection monitor that the polygraph does not?,When are police stations expected to start using the new lie detection method?,2,It has already achieved this accuracy level in tests,Motions in the entire body,Within 10 years,0,False,False,False,False,True,True,"['It has already achieved this accuracy level in tests', 'Within ten years', 'Once it is modified to monitor movements of the entire body', 'It is currently not known']","['Motions in the entire body', 'Talking too much and arm waving', 'Body responses to statements about events within a period of ten years', 'Body temperature']","['Within 10 years', 'Once it reaches an accuracy of at least 70%', 'Once it is able to track the movements of the entire body', 'It is already in use in many police stations']",1,KIS
15,Man Falls Just Short in Patriot Game to be 100% French,"Benjamin Carle is 96.9% made in France. Right down to his underpants and socks, he has all the basic equipment needed to be considered a 100% economic patriot. Unfortunately, six Ikea forks, a guitar and unsourced wall paint stopped him being deemed a good fit for ten months in a television documentary, but nobody is perfect. Carle, 26, has also set out to see if it is possible to live using only French-made goods for a year at a",kis_output_default,They are 96.9% made in France,"Living without essential products like smartphone, glasses and coffee",He participated in Benjamin Carle’s television documentary,"
",What is true of Carle’s Ikea forks?,What was the main premise of Carle’s television documentary?,What did Arnaud Montebourgh do?,0,They are not made in France,Trying not to use products manufactured outside of France,He asked people to buy products made in France,0,False,False,False,False,False,False,"['They are not made in France', 'They are 96.9% made in France', 'They were bought by his girlfriend', 'They were on sale when he bought them']","['Trying not to use products manufactured outside of France', 'Trying to convince French people to buy French products', 'Living without essential products like smartphone, glasses and coffee', 'Studying what products French people consume']","['He asked people to buy products made in France', 'He participated in Benjamin Carle’s television documentary', 'He replaced his smartphone and television', 'He participated in a television debate']",1,KIS
17,Nepal’s Tiger Population on the Rise,"Tigers are more numerous in Nepal than at any time since the 1970s, a new census has revealed. This gives conservationists hope that the big cats, whose numbers have been dropping across south Asia for 100 years, can be saved. The number of wild royal Bengal tigers in Nepal has increased to 198 — a 63.6percent rise in five years — the government survey showed. “This is very encouraging,” said Maheshwar Dhakal, an ecologist with Nepal’s Department of National Parks and Wildlife Conservation. The census is based on the examination of pictures from more than 500 cameras placed in five protected areas and three wildlife corridors. More than 250 conservationists and wildlife experts worked on the survey. The survey cost about $350,000.",control-sup-grade7,It has increased and has now reached 198 tigers,Pictures were taken in wildlife areas,Many of them came to Nepal from other countries,"
",What has happened to Nepal’s royal bengal tiger population over the past five years?,What was done as part of the tiger population study?,What is true of conservationists and wildlife experts working on the survey?,0,It has increased and has now reached 198 tigers,Pictures were taken in wildlife areas,There were more than 250 of them,2,True,True,False,False,False,False,"['It has increased and has now reached 198 tigers', 'It has increased by 198 tigers', 'It has increased by 500 tigers in five protected areas', 'It has steadily decrease']","['Pictures were taken in wildlife areas', '500 cameras were mounted on tigers', 'Dhakal was hired by Nepal’s Department of National Parks', 'Experts from other countries were brought over to Nepal']","['There were more than 250 of them', 'Some of them were paid £250,000', 'There were more of them than at any time since the 1970s', 'Many of them came to Nepal from other countries']",1,ControlSup-Grade7
27,Why is Sweden Closing its Prisons?,"Swedish prisons have long had a reputation around the world for being progressive. But are the country’s prisons a soft option? The head of Sweden’s prison and probation service, Nils Oberg, announced in November 2013 that four Swedish prisons are to be closed due to an “out of the ordinary” decline in prisoner numbers. There has been no fall in crime rates. However, between 2011 and 2012 there was a 6percent drop in Sweden’s prisoner population, now a little over 4,500. A similar decrease is expected in 2013 and 2014. Oberg admitted to being puzzled by the unexpected dip, but expressed optimism that the reason was to do with how his prisons are run. “We certainly hope that the efforts we invest in rehabilitation and preventing relapse of crime has had an impact,” he said.",control-sup-grade7,There are fewer people in Sweden’s prisons,Fewer criminals commit crimes again due to rehabilitation practices,"No, he was surprised by the drop","
",What changed between 2011 and 2012?,What does Oberg hope is the reason for the reduction in the number of prisoners in Sweden?,Did Oberg anticipate the falling number of prisoners in Swedish prisons?,0,There are fewer people in Sweden’s prisons,Fewer criminals commit crimes again due to rehabilitation practices,"No, he was surprised by the drop",3,True,True,True,False,False,False,"['There are fewer people in Sweden’s prisons', 'Crime rates in Sweden have dropped', 'Swedish prisons became more liberal and progressive', 'The Swedish government started publishing crime statistics']","['Fewer criminals commit crimes again due to rehabilitation practices', 'Efforts to change the management team in prisons', 'A fall in crime rates', 'A new law that he passe']","['No, he was surprised by the drop', 'Yes, because of improved prison management and rehabilitation practices', 'Yes, as he knew that four Swedish prisons had already closed in 2013', 'No, he expected the number of prisoners to increase']",1,ControlSup-Grade7
2,Autumn-Born Children Better at Sports Says Study,"Do you want your child to be good at sports, make the school team and, maybe one day, even compete on the world stage? Well, try to ensure that your would-be Olympian or World Cup winner is born in November or, failing that, in October. A study has found that school pupils born in those months are fitter than everyone else in their class. November- and Generation ber-born children emerged as fitter, stronger and more powerful than their peers born in the other ten months of the year, especially those whose birthdays fell in April or June. Dr. Gavin Sandercock, who is from the Center for Sports and Exercise Science at Essex University and led the study. She found that autumn-born children enjoyed “a clear physical advantage” over their classmates.",control-sup-grade7,They are weaker than children born in November and October,A researcher who conducted the study,Children born in April and June,"
",What does the study say about the fitness of children born in April or June?,Who is Gavin Sandercock?,Who does the article suggest to be the weakest in comparison with children born in October and November?,0,They are weaker than children born in November and October,A researcher who conducted the study,Children born in April and June,3,True,True,True,False,False,False,"['They are weaker than children born in November and October', 'They are stronger than all children, except those born in November and October', 'They tend to be particularly good at sports', 'They tend to perform well on math and science exams when compared to other children']","['A researcher who conducted the study', 'The dean of Essex University', 'A parent of children who were born in November and October', 'A professional athlete who was born in the fall']","['Children born in April and June', 'All children not born in October and November are equally weak', 'Children whose parents did not encourage them to be good at sports', 'Children whose parents are not good at sports']",1,ControlSup-Grade7
4,Bolivians Demand the Right to Chew Coca Leaves,"Major international disagreement with wide-ranging implications for global drugs policy has erupted over the right of Bolivia’s native Indian tribes. They want to chew Coca leaves, the principal ingredient in cocaine. Bolivia has obtained a special exemption from the 1961 Single Convention on Narcotic drugs, allowing its native people to chew the leaves. Bolivia had argued that the convention was in opposition to its new constitution. It was adopted in 2009, which obliges it to “protect native and ancestral Coca as cultural patrimony” and maintains that Coca “in its natural state ... is not a dangerous narcotic.”",control-sup-grade7,Regulating international policy on drugs,"That consumption of drugs, but not their distribution, is legal",Anyone who is considered to be indigenous,"
",What was the purpose of the 1961 Convention on Drugs?,What does Bolivia’s constitution say?,Who is currently permitted to consume coca in Bolivia?,0,Regulating international policy on drugs,That coca should be protected,Anyone who is considered to be indigenous,2,True,False,True,False,False,False,"['Regulating international policy on drugs', 'Discussing whether indigenous people in Bolivia should be allowed to chew coca leaves', 'Discussing the legal status of Bolivia’s constitution', 'Negotiating extradition agreements for drug traffickers']","['That coca should be protected', 'Bolivia does not allow the consumption of dangerous drugs', 'That it accepts the decisions of the 1961 Convention on Drugs', 'That consumption of drugs, but not their distribution, is legal']","['Anyone who is considered to be indigenous', 'Anyone who received a special exemption from the Bolivian government', 'Anyone who uses it in its natural state', 'Anyone who uses it recreationally']",1,ControlSup-Grade7
12,Japan Calls Time on Long Hours Work Culture,"The regulation eight hours in the office is over. The most important work of the day is done; whatever is left can wait until the morning. This is the point many workers would think about heading for the door. Yet, for millions of Japanese employees, the thought of clearing away their desks and being at home in time for dinner. But, after decades of giving companies carte blanche to milk every last drop of productivity from their workforce, a challenge to Japan’s rich culture of overwork has come from the government. This is considering making it a legal requirement for workers to take at least five days’ paid holiday a year.",control-sup-grade7,The question or the answer options are not supported by the passage.,Take more days off,The government,"
",Why would someone be considered disloyal to their company in Japan?,What does the Japanese government want workers to do now?,Who or what is driving the change in Japanese work habits?,1,They arrived home before dinner time,Take more days off,The government,2,False,True,True,True,False,False,"['They arrived home before dinner time', 'They ate dinner at work', 'They took more than five days off', 'They revealed trade secrets']","['Take more days off', 'Not work during national holidays', 'Be home in time for dinner', 'Not work after-hours']","['The government', 'The culture', 'Disloyal workers', 'Western Europe']",1,ControlSup-Grade7
18,On the Trail of the Wolf,"Robert Myslajek stops dead. Between two paw prints on a muddy mountain track, the scientist finds what he is looking for. “Droppings!” he enthuses. Wolf sightings are so rare that the sighting of their feces marks a good day, even for a seasoned tracker. But it is getting easier. There are now an estimated 1,500 wolves in Poland. The number has doubled in 15 years. Wolves are – along with the brown bear, the lynx and the wolverine – Europe’s last large predator carnivores. Conservationists from Britain, Germany and the Netherlands are beating a path here to find out how Poland has saved this protected species, slandered even in fairy tales.",control-sup-grade7,He becomes excited,To learn how wolves were saved in Poland,Because he found droppings,"
",How does Myslajek react to what he sees between the two paw prints?,"Why do scientists from Britain, Germany and the Netherlands come to Poland?",Why was it “a good day” for Myslajek?,0,He becomes excited,To learn how wolves were saved in Poland,Because he found droppings,3,True,True,True,False,False,False,"['He becomes excited', 'He says they are about to see a wolf', 'He calls his British, German and Dutch colleagues', 'He takes out his camera']","['To learn how wolves were saved in Poland', 'To help save Poland’s wolves', 'To spot and study wolf droppings', 'To study the hunting habits of Polish wolves']","['Because he found droppings', 'Because he spotted a wolf', 'Because he learned that the number of wolves in Poland doubled in 15 years', 'Because he managed to escape a wolf']",1,ControlSup-Grade7
18,On the Trail of the Wolf,"Robert Myslajek stops dead. Between two paw prints on a muddy mountain track track, the scientist finds what he is looking for. “Droppings!” he enthuses. Wolf sightings are so rare that the sighting of their feces marks a good day even for a seasoned tracker. But it is getting easier. There are now an estimated 500 wolves in Poland. The number has doubled in 15 years. Wolves are – along with the brown bear the lynx and the wolverine – Europe’s last large predator carnivores. Conservationists from Britain Germany and the Netherlands are beating a path here to find out how Poland has saved this protected species slandered even in fairy tales.",control-editnar-grade7,He becomes excited,To learn how wolves were saved in Poland,Because he found droppings,"
",How does Myslajek react to what he sees between the two paw prints?,"Why do scientists from Britain, Germany and the Netherlands come to Poland?",Why was it “a good day” for Myslajek?,0,He becomes excited,To learn how wolves were saved in Poland,Because he found droppings,3,True,True,True,False,False,False,"['He becomes excited', 'He says they are about to see a wolf', 'He calls his British, German and Dutch colleagues', 'He takes out his camera']","['To learn how wolves were saved in Poland', 'To help save Poland’s wolves', 'To spot and study wolf droppings', 'To study the hunting habits of Polish wolves']","['Because he found droppings', 'Because he spotted a wolf', 'Because he learned that the number of wolves in Poland doubled in 15 years', 'Because he managed to escape a wolf']",1,EditCL-Grade7
1,A New Form of Lie Detector Test,"Police and intelligence agencies around the world have for almost 100 years relied on polygraphs as lie detectors to help convict criminals or unearth spies and traitors. The polygraph is beloved of the movies with countless dramatic moments showing the guilty sweating profusely as they are hooked up. But the invention could soon be working. Researchers in Britain and the Netherlands have made a breakthrough. They are developing a method with a success rate in tests of over 70 percent. The percent could be in use in police stations around the world within a decade. Rather than relying on facial tics, talking too much or waving of arms, all seen as tell-tale signs of lying ing. The new method involves monitoring full-body motions to provide an indicator of signs of guilty feelings.",control-editnar-grade7,It has already achieved this accuracy level in tests,Motions in the entire body,Within 10 years,"
",When is the new lie detection method expected to work with over 70% accuracy?,What does the new method of lie detection monitor that the polygraph does not?,When are police stations expected to start using the new lie detection method?,0,It has already achieved this accuracy level in tests,Motions in the entire body,Within 10 years,3,True,True,True,False,False,False,"['It has already achieved this accuracy level in tests', 'Within ten years', 'Once it is modified to monitor movements of the entire body', 'It is currently not known']","['Motions in the entire body', 'Talking too much and arm waving', 'Body responses to statements about events within a period of ten years', 'Body temperature']","['Within 10 years', 'Once it reaches an accuracy of at least 70%', 'Once it is able to track the movements of the entire body', 'It is already in use in many police stations']",1,EditCL-Grade7
13,John Lewis Christmas Advertisement 2015: Raising Awareness for Age UK,"A lonely old man living in a crater on the moon is the unlikely focus of John Lewis’s Christmas 2015 advertisement, as the department store puts a charitable spin on its latest multi-million pound campaign. As more hype around John Lewis’s seasonal ad has come to mark the beginning of the Christmas shopping season for many, though. The department store will aim to use its attention to raise hundreds of thousands of pounds for the charity Age UK. It will also encourage staff and customers to join up with their local branch of the charity to care for elderly people who might otherwise be alone over the holiday. The retailer has spent money on a campaign that ranges from the slick TV ad to a smartphone game and merchandise. These include glow-in-the-dark pyjamas, as well as areas decked out like the surface of the moon in 11 stores.",control-editnar-grade7,On the moon,In-store areas that resemble the moon surface,Surfaces that resemble the moon,"
",Where does the lonely old man appear in John Lewis’s advertisement?,What is one component of John Lewis’s campaign?,What will be introduced in 11 John Lewis stores?,0,On the moon,In-store areas that resemble the moon surface,Surfaces that resemble the moon,3,True,True,True,False,False,False,"['On the moon', 'In a department store', 'In an Age UK shelter', 'In a senior house']","['In-store areas that resemble the moon surface', 'A £7 million TV ad', 'Discounts for elderly customers', 'A newspaper a']","['Surfaces that resemble the moon', 'Glow-in-the-dark pyjamas', 'Age UK booths', 'Christmas music']",1,EditCL-Grade7
15,Man Falls Just Short in Patriot Game to be 100% French,"Benjamin Carle is 9 percent made in France right down to his underpants and socks. But six Ikea Forks a Chinese guitar and unsourced wall paint stopped him being declared a 100percent economic patriot, but nobody is perfect. Carle 26 set out in 2013 to see if it was possible to live using only French-made products for ten months as part of a television documentary. The idea was triggered by the Minister for Economic Renewal Arnaud Montebourg’s call for the public to buy French to save the country’s business sector. The experiment cost Carle his smartphone television refrigerator (all made in China); his spectacles (Italian); his underpants (Moroccan); morning coffee (Guatemalan) and his adored David Bowie music (British). Fortunately, his long-suffering girlfriend Anahandcuffs, and cat Loon (both French) stuck with him.",control-editnar-grade7,They are not made in France,Trying not to use products manufactured outside of France,He asked people to buy products made in France,"
",What is true of Carle’s Ikea forks?,What was the main premise of Carle’s television documentary?,What did Arnaud Montebourgh do?,0,They are not made in France,Trying not to use products manufactured outside of France,He asked people to buy products made in France,3,True,True,True,False,False,False,"['They are not made in France', 'They are 96.9% made in France', 'They were bought by his girlfriend', 'They were on sale when he bought them']","['Trying not to use products manufactured outside of France', 'Trying to convince French people to buy French products', 'Living without essential products like smartphone, glasses and coffee', 'Studying what products French people consume']","['He asked people to buy products made in France', 'He participated in Benjamin Carle’s television documentary', 'He replaced his smartphone and television', 'He participated in a television debate']",1,EditCL-Grade7
29,Will Drones Soon Be Delivering Packages to Your Doorstep,"How far away are we from a world where drones deliver packages? If Amazon is to be believed, not far at all. Others are not so sure: technical progress past this point isn’t merely a matter of invention; it’s a matter of public safety. Paul Misener is Amazon’s vice-president of global public policy. He told a congressional hearing recently that his company would be ready as soon as all the rules were in place. The Federal Aviation Authority (FAA) will finally have regulations governing the commercial use of unmanned aircraft by June 2016. The technology has a long way to go before then and larger machines aren’t airway-legal at all yet. But only drones up to 25kg will be banned. The FAA points out in the proposed rules that if you’re going to crowd the skies with radio-controlled flying robots, they had better all be using different radio frequencies that nobody can jam or hijack.",control-editnar-grade7,Once the FFA releases their rules,All drones must operate at different radio frequencies,"June 2016, or before","
",When does Amazon claim it will be ready to deliver packages using drones?,What will be included in FAA’s new drone rules regarding radio frequencies?,When will the FAA release regulations on drones?,0,Once the FFA releases their rules,All drones must operate at different radio frequencies,"June 2016, or before",3,True,True,True,False,False,False,"['Once the FFA releases their rules', 'Once the FFA approves Amazon’s existing drones', 'Amazon says it is not sure when this will happen', 'Once the FFA regulations are approved by Congress in 2017']","['All drones must operate at different radio frequencies', 'Drones that were jammed or hijacked must switch to a different frequency', 'Drones over 25kg will have their own frequency bandwidth', 'Not all frequencies will be allowed to be used by drones']","['June 2016, or before', 'After June 2016', 'Soon, but the exact date is not specified', 'They were already released at the time this article was written']",1,EditCL-Grade7
0,101-Year-Old Bottle Message,"Angela Erdmann never knew her grandfather. He died in 1946 six years before she was born. But, on Tuesday 8th April 2014 she described the extraordinary moment when she received a message in a bottle 101 years after he had lobbed it into the Baltic Sea. Thought to be the world’s oldest message in a bottle, it was presented to Erdmann by the museum that is now exhibiting it in Germany.",control-editnar-grade7,Angela Erdmann’s grandfather,On exhibit in Germany,A museum told her that they had it,"
",Who threw the bottle into the Baltic Sea?,Where is the bottle now?,How did Angela Erdmann find out about the bottle?,0,Angela Erdmann’s grandfather,On exhibit in Germany,A museum told her that they had it,3,True,True,True,False,False,False,"['Angela Erdmann’s grandfather', 'Angela Erdmann', 'A museum worker', 'A fisherman']","['On exhibit in Germany', 'In Angela Erdmann’s possession', 'In the Baltic Sea', 'In a private collection of maritime items']","['A museum told her that they had it', 'She coincidentally saw it at the museum where it was held', 'She found it in her basement on April 28th, 2014', 'A friend told her about it']",1,EditCL-Grade7
19,Philip Pullman Illegal Downloading Is Moral Squalor,"Illegal downloading is a kind of “moral squalor” and theft. It is as much as reaching in to someone’s pocket and stealing their wallet is theft says author Philip Pullman. In an article for Index on censorship Pullman who is president of the Society of authors, makes a strong set up copyright laws. He is highly critical of Internet users who think it is OK to download music or books without paying for them.",control-editnar-grade7,The “Society of Authors”,He disapproves of people who are OK with pirating,People who think it’s alright to download books without paying for them,"
",Where does Philip Pullman hold a senior position?,What does Pullman think about pirating?,Who does Pullman criticize?,0,The “Society of Authors”,He disapproves of people who are OK with pirating,People who think it’s alright to download books without paying for them,3,True,True,True,False,False,False,"['The “Society of Authors”', 'The “Index on Censorship”', 'The “Association Against Illegal Downloading”', 'The “Arts Union”']","['He disapproves of people who are OK with pirating', 'He thinks it is only OK to download music or books without paying for them if it is done infrequently', 'He believes it is a robust defense against copyright laws', 'He thinks it depends on the user’s financial situation']","['People who think it’s alright to download books without paying for them', 'People who post music or books online to places where other people can access them without paying', 'People who don’t defend copyright laws', 'Websites that support illegal downloading']",1,EditCL-Grade7
24,The Secrets of the Mystery Shopper,"There are approximately 50 more mystery shopping trips carried out every month in the UK, according to the Mystery Shopping providers Association said. In fact, more and more spending takes place online the demand for mystery shoppers is growing. Mystery shoppers pretend to be a customer in a store, but they are really collecting information on how good or bad its service is. “Retailers are becoming increasingly aware that shoppers who are prepared to set foot in a physical store want a service and an experience they can’t get online” (toe Bo]) spokesman Simon Boydell said. He's a spokesman for Marketforce which has more than 300 more mystery shoppers on its books. “Our clients want to measure how well their stores are delivering on that experience.”",control-editnar-grade7,The rise in popularity of online shopping,To assess the shopping experience in their stores,"300,000 mystery shoppers","
",Which factor has been contributing to the increasing demand for mystery shoppers?,Why do retailers hire the services of Marketforce?,Who are the clients of Marketforce?,0,The rise in popularity of online shopping,To assess the shopping experience in their stores,Retailers,2,True,True,False,False,False,False,"['The rise in popularity of online shopping', 'The increase in in-store shopping', 'The activity of companies like Marketforce', 'The success of reality TV shows about mystery shoppers']","['To assess the shopping experience in their stores', 'To improve the quality of their online services', 'To collect information on the service quality of competing retailers', 'To find new employees to hire']","['Retailers', '300,000 mystery shoppers', 'Mystery Shopping Providers Associations', 'Advertisers']",1,EditCL-Grade7
